game,combination,draw_date,jackpot_php,winners
6D Lotto,1-9-1-6-5-2,5/5/2018,6763787.00,0
6D Lotto,3-9-3-8-2-1,5/8/2018,7157336.20,0
6D Lotto,0-6-5-8-0-8,5/10/2018,7440291.46,0
6D Lotto,9-3-9-2-6-7,5/12/2018,7886200.82,0
6D Lotto,7-7-7-8-1-4,5/15/2018,8188404.40,0
6D Lotto,3-7-5-0-8-1,5/17/2018,8706607.18,0
6D Lotto,6-9-2-3-1-9,5/19/2018,8953596.04,0
6D Lotto,6-6-3-3-7-9,5/22/2018,9593041.90,0
6D Lotto,6-0-6-7-9-2,5/24/2018,10145196.02,0
6D Lotto,5-6-4-7-5-2,5/26/2018,10465041.90,0
6D Lotto,6-6-9-2-3-4,5/29/2018,10948696.54,0
6D Lotto,2-0-8-9-3-1,5/31/2018,11338359.94,0
6D Lotto,7-4-6-3-9-3,6/2/2018,11886937.52,0
6D Lotto,6-3-9-2-7-7,6/5/2018,12257168.24,0
6D Lotto,5-0-4-1-1-4,6/7/2018,12758884.94,0
6D Lotto,9-5-5-1-1-1,6/9/2018,12808884.94,0
6D Lotto,9-8-4-8-4-8,6/12/2018,13297192.82,0
6D Lotto,8-4-6-9-1-1,6/14/2018,13725184.00,1
6D Lotto,0-0-9-2-3-3,6/16/2018,414959.00,1
6D Lotto,9-2-3-4-5-3,6/19/2018,248726.08,0
6D Lotto,7-0-8-1-6-3,6/21/2018,583017.50,0
6D Lotto,9-0-8-8-5-8,6/23/2018,1017371.00,0
6D Lotto,3-2-5-5-5-7,6/26/2018,1235785.62,0
6D Lotto,3-3-7-9-9-2,6/28/2018,1563375.12,0
6D Lotto,4-2-3-5-7-3,6/30/2018,1913230.68,0
6D Lotto,8-4-5-3-0-9,7/3/2018,2331632.96,0
6D Lotto,9-8-5-8-1-4,7/5/2018,2441335.96,0
6D Lotto,0-7-9-9-1-6,7/7/2018,2653183.12,0
6D Lotto,6-3-1-9-9-3,7/10/2018,2793540.58,0
6D Lotto,6-9-0-8-9-2,7/12/2018,3253917.82,0
6D Lotto,7-6-2-3-5-2,7/14/2018,3697366.32,0
6D Lotto,7-3-2-2-9-1,7/17/2018,4119933.42,0
6D Lotto,7-2-9-7-5-2,7/19/2018,4404083.86,0
6D Lotto,4-2-8-7-3-3,7/21/2018,4802037.00,1
6D Lotto,3-6-8-3-7-9,7/24/2018,256178.78,0
6D Lotto,9-4-6-8-0-1,7/26/2018,569575.14,0
6D Lotto,9-6-8-1-0-1,7/28/2018,619575.14,0
6D Lotto,5-0-8-2-1-4,7/31/2018,783921.78,0
6D Lotto,1-2-1-3-2-3,8/2/2018,416960.00,2
6D Lotto,7-9-4-0-0-2,8/4/2018,351481.58,0
6D Lotto,4-8-4-4-1-6,8/7/2018,594715.00,0
6D Lotto,2-3-9-6-8-4,8/9/2018,845849.76,0
6D Lotto,0-5-3-9-7-4,8/11/2018,1094881.52,0
6D Lotto,5-1-6-3-8-0,8/14/2018,1305840.08,0
6D Lotto,8-1-9-3-9-6,8/16/2018,1469701.62,0
6D Lotto,2-1-1-6-9-1,8/18/2018,1519701.62,0
6D Lotto,7-9-0-8-5-8,8/21/2018,1569701.00,1
6D Lotto,2-4-8-3-6-0,8/23/2018,158073.88,0
6D Lotto,4-0-7-4-3-7,8/25/2018,482926.26,0
6D Lotto,4-3-1-9-1-2,8/28/2018,532926.26,0
6D Lotto,5-8-2-2-2-8,8/30/2018,582926.26,0
6D Lotto,9-6-4-3-9-0,9/1/2018,898386.26,0
6D Lotto,0-9-1-9-0-2,9/4/2018,948386.00,1
6D Lotto,1-7-7-8-3-9,9/6/2018,274474.42,0
6D Lotto,2-1-0-6-3-4,9/8/2018,375011.12,0
6D Lotto,2-2-8-8-0-3,9/11/2018,579386.78,0
6D Lotto,4-0-7-4-3-4,9/13/2018,892361.00,1
6D Lotto,9-3-2-8-5-0,9/15/2018,216573.44,0
6D Lotto,4-6-7-8-3-2,9/18/2018,545323.06,0
6D Lotto,9-9-9-1-0-8,9/20/2018,747593.26,0
6D Lotto,1-4-9-8-8-9,9/22/2018,1021378.26,0
6D Lotto,2-8-6-4-2-0,9/25/2018,1196904.06,0
6D Lotto,4-9-2-8-4-3,9/27/2018,1443461.34,0
6D Lotto,0-2-0-9-9-7,9/29/2018,1493461.34,0
6D Lotto,3-2-2-3-7-2,10/2/2018,1670976.36,0
6D Lotto,2-9-5-1-3-8,10/4/2018,2004655.00,1
6D Lotto,1-5-3-0-1-4,10/6/2018,150000.00,0
6D Lotto,9-9-9-1-0-0,10/9/2018,150000.00,1
6D Lotto,2-7-5-8-2-5,10/11/2018,204079.16,0
6D Lotto,8-2-6-3-8-8,10/13/2018,505391.26,0
6D Lotto,8-0-8-7-3-9,10/16/2018,796748.36,0
6D Lotto,6-0-7-1-2-0,10/18/2018,1074652.50,0
6D Lotto,9-4-2-2-1-2,10/20/2018,1124652.50,0
6D Lotto,5-9-5-3-1-8,10/23/2018,1319085.32,0
6D Lotto,1-5-1-4-7-8,10/25/2018,1421170.62,0
6D Lotto,8-8-2-3-2-2,10/27/2018,1514588.16,0
6D Lotto,1-8-5-1-9-2,10/30/2018,1704285.92,0
6D Lotto,0-1-3-7-2-2,11/1/2018,1754285.92,0
6D Lotto,2-9-4-8-9-7,11/3/2018,1952097.52,0
6D Lotto,4-2-8-3-2-7,11/6/2018,2291489.80,0
6D Lotto,7-7-7-1-5-6,11/8/2018,2488962.40,0
6D Lotto,1-9-3-9-7-7,11/10/2018,852836.23,3
6D Lotto,1-3-6-2-5-5,11/13/2018,150000.00,0
6D Lotto,1-8-0-2-8-3,11/15/2018,322655.16,0
6D Lotto,3-9-4-3-0-0,11/17/2018,619131.84,0
6D Lotto,8-3-3-9-9-6,11/20/2018,905007.38,0
6D Lotto,4-9-3-3-5-8,11/22/2018,1172701.62,0
6D Lotto,0-7-5-7-8-6,11/24/2018,1603796.18,0
6D Lotto,4-9-6-2-8-8,11/27/2018,1953523.70,0
6D Lotto,4-9-5-6-5-2,11/29/2018,2325708.94,0
6D Lotto,5-3-0-5-1-0,12/1/2018,2375708.94,0
6D Lotto,4-8-0-2-6-2,12/4/2018,2693903.10,0
6D Lotto,6-2-8-5-4-1,12/6/2018,3039325.44,0
6D Lotto,2-2-4-3-1-5,12/8/2018,3120788.06,0
6D Lotto,0-7-1-3-1-6,12/11/2018,3170788.06,0
6D Lotto,2-3-3-9-1-7,12/13/2018,3220788.06,0
6D Lotto,8-5-1-6-2-8,12/15/2018,3270788.06,0
6D Lotto,0-7-9-8-9-7,12/18/2018,3756771.72,0
6D Lotto,7-9-6-7-8-7,12/20/2018,4202173.26,0
6D Lotto,7-8-9-2-2-0,12/22/2018,4546723.90,0
6D Lotto,9-7-7-8-3-6,12/27/2018,4904748.00,1
6D Lotto,7-8-1-5-0-8,12/29/2018,326852.72,0
6D Lotto,0-9-2-9-7-4,1/3/2019,376852.00,1
6D Lotto,6-0-4-1-4-5,1/5/2019,363437.02,0
6D Lotto,8-8-7-9-0-7,1/8/2019,610568.86,0
6D Lotto,0-8-4-1-5-4,1/10/2019,784386.20,0
6D Lotto,0-7-1-6-8-2,1/12/2019,834386.20,0
6D Lotto,6-0-4-0-5-5,1/15/2019,1129514.50,0
6D Lotto,7-7-9-5-6-4,1/17/2019,1315425.66,0
6D Lotto,8-2-9-0-5-5,1/19/2019,1617945.56,0
6D Lotto,8-9-8-4-2-3,1/22/2019,1900043.62,0
6D Lotto,5-7-2-3-3-0,1/24/2019,1968737.56,0
6D Lotto,2-6-5-9-1-1,1/26/2019,2096341.50,0
6D Lotto,4-4-3-0-1-2,1/29/2019,2186370.76,0
6D Lotto,0-6-9-3-5-5,1/31/2019,2508821.18,0
6D Lotto,0-9-1-4-2-2,2/2/2019,1279410.00,2
6D Lotto,8-8-9-3-7-3,2/5/2019,397974.30,0
6D Lotto,6-0-2-5-2-2,2/7/2019,579536.42,0
6D Lotto,2-6-8-4-9-0,2/9/2019,929735.60,0
6D Lotto,1-2-6-4-6-1,2/12/2019,1036841.80,0
6D Lotto,3-3-0-7-1-4,2/14/2019,1202514.08,0
6D Lotto,4-2-8-0-4-9,2/16/2019,1438541.08,0
6D Lotto,5-2-4-3-9-9,2/19/2019,1718413.10,0
6D Lotto,5-2-5-0-8-8,2/21/2019,2103102.00,1
6D Lotto,3-5-3-3-4-8,2/23/2019,385544.18,0
6D Lotto,7-6-6-2-4-6,2/26/2019,754510.58,0
6D Lotto,2-0-7-3-3-2,2/28/2019,1092546.94,0
6D Lotto,9-7-4-6-1-8,3/2/2019,1326919.86,0
6D Lotto,3-6-4-4-9-7,3/5/2019,1563087.68,0
6D Lotto,1-7-9-7-5-9,3/7/2019,1950683.22,0
6D Lotto,0-5-0-5-8-6,3/9/2019,2027697.20,0
6D Lotto,9-3-4-5-7-4,3/12/2019,2348518.92,0
6D Lotto,8-4-3-7-7-8,3/14/2019,2756140.20,0
6D Lotto,8-9-6-0-6-0,3/16/2019,3029361.14,0
6D Lotto,6-7-7-9-2-7,3/19/2019,3267677.24,0
6D Lotto,9-2-1-2-6-5,3/21/2019,3439126.10,0
6D Lotto,2-7-9-1-5-3,3/23/2019,3584154.72,0
6D Lotto,5-3-3-1-0-0,3/26/2019,3737714.82,0
6D Lotto,2-9-0-9-1-4,3/28/2019,3787714.82,0
6D Lotto,0-2-4-9-4-4,3/30/2019,3837714.82,0
6D Lotto,7-6-4-9-3-2,4/2/2019,4311388.96,0
6D Lotto,2-6-5-2-8-9,4/4/2019,4710201.90,0
6D Lotto,0-9-0-1-2-7,4/6/2019,4789445.80,0
6D Lotto,5-0-4-3-9-2,4/9/2019,5215426.30,0
6D Lotto,3-1-9-0-6-9,4/11/2019,5459384.72,0
6D Lotto,3-3-8-5-7-4,4/13/2019,5782710.94,0
6D Lotto,7-5-8-4-6-7,4/16/2019,6185762.54,0
6D Lotto,6-5-3-3-9-8,4/23/2019,6670669.52,0
6D Lotto,9-0-1-0-5-4,4/25/2019,7106254.70,0
6D Lotto,9-3-0-2-0-7,4/27/2019,7296077.42,0
6D Lotto,8-5-9-1-1-0,4/30/2019,7547794.08,0
6D Lotto,0-0-1-8-8-5,5/2/2019,7880123.66,0
6D Lotto,3-3-5-8-5-8,5/4/2019,8148346.50,0
6D Lotto,0-0-0-6-5-9,5/7/2019,8300498.76,0
6D Lotto,2-0-3-3-4-8,5/9/2019,8581015.96,0
6D Lotto,8-6-9-0-4-5,5/11/2019,9065618.06,0
6D Lotto,8-5-5-0-0-0,5/14/2019,9115618.06,0
6D Lotto,5-9-4-0-1-1,5/16/2019,9350107.44,0
6D Lotto,1-0-1-4-3-7,5/18/2019,9400107.44,0
6D Lotto,4-2-6-0-1-8,5/21/2019,9647415.98,0
6D Lotto,3-2-4-8-3-6,5/23/2019,10094984.94,0
6D Lotto,4-1-8-5-0-5,5/25/2019,10524477.06,0
6D Lotto,4-7-3-5-9-2,5/28/2019,11078102.66,0
6D Lotto,0-0-5-1-4-6,5/30/2019,11533286.78,0
6D Lotto,6-6-8-3-8-3,6/1/2019,12051102.86,0
6D Lotto,5-5-2-3-9-6,6/4/2019,12478426.70,0
6D Lotto,2-5-8-4-3-0,6/6/2019,12755775.48,0
6D Lotto,2-1-0-7-1-6,6/8/2019,12805775.00,1
6D Lotto,3-6-1-6-7-3,6/11/2019,273814.00,1
6D Lotto,8-9-6-4-7-0,6/13/2019,262713.56,0
6D Lotto,8-8-4-7-9-2,6/15/2019,632486.32,0
6D Lotto,6-5-8-0-2-3,6/18/2019,924930.94,0
6D Lotto,8-5-1-3-3-8,6/20/2019,1228533.76,0
6D Lotto,0-2-7-9-6-0,6/22/2019,1477418.66,0
6D Lotto,6-2-7-7-3-3,6/25/2019,1675855.20,0
6D Lotto,7-4-2-6-7-6,6/27/2019,1942920.22,0
6D Lotto,3-1-0-4-4-0,6/29/2019,2030599.86,0
6D Lotto,2-6-6-4-4-5,7/2/2019,2450504.04,0
6D Lotto,0-0-6-1-3-5,7/4/2019,2833878.10,0
6D Lotto,9-1-0-9-6-7,7/6/2019,3188471.36,0
6D Lotto,1-3-3-8-1-9,7/9/2019,3238471.36,0
6D Lotto,9-7-4-1-8-4,7/11/2019,3731810.54,0
6D Lotto,2-5-0-5-4-2,7/13/2019,4088981.00,1
6D Lotto,6-5-2-2-5-2,7/16/2019,224021.42,0
6D Lotto,8-6-8-3-5-6,7/18/2019,514673.64,0
6D Lotto,0-8-8-0-1-0,7/20/2019,702162.02,0
6D Lotto,2-1-2-0-4-3,7/23/2019,752162.02,0
6D Lotto,9-5-5-6-8-7,7/25/2019,1134634.38,0
6D Lotto,7-6-3-3-3-4,7/27/2019,1184634.38,0
6D Lotto,5-1-4-1-1-6,7/30/2019,1234634.38,0
6D Lotto,2-5-4-1-6-2,8/1/2019,1470236.76,0
6D Lotto,4-8-8-7-7-2,8/3/2019,1796098.12,0
6D Lotto,7-7-4-9-5-7,8/6/2019,1931632.74,0
6D Lotto,6-4-0-1-7-2,8/8/2019,2271874.74,0
6D Lotto,5-5-2-8-2-8,8/10/2019,1195291.00,2
6D Lotto,2-2-9-9-0-3,8/13/2019,312822.42,0
6D Lotto,5-7-2-7-6-7,8/15/2019,463334.58,0
6D Lotto,7-6-9-8-5-1,8/17/2019,827342.60,0
6D Lotto,0-8-9-4-1-0,8/20/2019,949400.92,0
6D Lotto,8-3-5-8-7-8,8/22/2019,1390013.18,0
6D Lotto,6-7-0-4-4-6,8/24/2019,1726434.10,0
6D Lotto,6-5-0-7-8-0,8/27/2019,2080247.12,0
6D Lotto,1-2-6-6-4-1,8/29/2019,2256097.02,0
6D Lotto,5-1-0-6-7-3,8/31/2019,2306097.02,0
6D Lotto,3-2-9-6-8-2,9/3/2019,2702545.44,0
6D Lotto,5-5-7-0-1-1,9/5/2019,2911724.20,0
6D Lotto,5-5-3-0-1-1,9/7/2019,2961724.20,0
6D Lotto,1-0-7-6-2-4,9/10/2019,3011724.20,0
6D Lotto,8-2-7-2-6-7,9/12/2019,3321144.60,0
6D Lotto,2-1-7-8-6-2,9/14/2019,3631473.74,0
6D Lotto,2-1-7-8-6-2,9/14/2019,3631473.74,0
6D Lotto,9-4-2-2-2-6,9/17/2019,3761274.34,0
6D Lotto,7-4-8-7-2-9,9/19/2019,3999102.92,0
6D Lotto,4-8-8-0-8-6,9/21/2019,4471349.84,0
6D Lotto,4-1-6-9-6-4,9/24/2019,4767896.04,0
6D Lotto,2-2-9-4-4-5,9/26/2019,5151376.52,0
6D Lotto,7-9-2-7-7-0,9/28/2019,5345218.90,0
6D Lotto,2-4-9-6-5-6,10/1/2019,5633588.34,0
6D Lotto,2-7-5-8-0-3,10/3/2019,6011916.62,0
6D Lotto,0-0-2-0-1-2,10/5/2019,6061916.62,0
6D Lotto,8-8-5-6-4-4,10/8/2019,6515178.94,0
6D Lotto,7-4-4-2-6-9,10/10/2019,6870458.06,0
6D Lotto,9-7-5-0-2-8,10/12/2019,7306890.70,0
6D Lotto,2-1-5-1-1-2,10/15/2019,7356890.70,0
6D Lotto,3-7-3-9-1-9,10/17/2019,7490296.36,0
6D Lotto,8-1-4-3-1-5,10/19/2019,7540296.36,0
6D Lotto,3-8-7-4-8-2,10/22/2019,8139323.10,0
6D Lotto,9-3-1-7-0-6,10/24/2019,8297952.16,0
6D Lotto,8-5-2-5-0-6,10/26/2019,8541245.64,0
6D Lotto,6-7-2-8-9-7,10/29/2019,8803159.72,0
6D Lotto,3-6-1-4-6-0,10/31/2019,9311395.20,0
6D Lotto,7-0-1-8-6-2,11/2/2019,9590915.32,0
6D Lotto,7-1-1-4-2-4,11/5/2019,9640915.32,0
6D Lotto,5-6-8-2-8-7,11/7/2019,10230128.54,0
6D Lotto,6-7-0-1-6-6,11/9/2019,10717772.36,0
6D Lotto,7-9-8-7-0-8,11/12/2019,11311927.76,0
6D Lotto,2-5-3-2-9-4,11/14/2019,11624361.98,0
6D Lotto,2-8-5-9-7-4,11/16/2019,12157605.64,0
6D Lotto,1-3-1-3-4-2,11/19/2019,12207605.64,0
6D Lotto,1-1-0-6-1-9,11/21/2019,6128802.00,2
6D Lotto,9-0-4-1-6-9,11/23/2019,461728.64,0
6D Lotto,2-4-4-5-1-5,11/26/2019,751686.00,1
6D Lotto,8-4-7-8-5-5,11/28/2019,383816.52,0
6D Lotto,1-3-1-9-4-3,11/30/2019,433816.00,1
6D Lotto,6-8-3-3-7-2,12/3/2019,302138.94,0
6D Lotto,2-9-3-4-2-7,12/5/2019,429087.30,0
6D Lotto,3-5-0-0-9-9,12/7/2019,859239.48,0
6D Lotto,8-8-9-9-5-5,12/10/2019,1244948.06,0
6D Lotto,9-7-4-8-6-7,12/12/2019,1627338.86,0
6D Lotto,1-0-0-6-4-4,12/14/2019,1677338.00,1
6D Lotto,8-4-0-6-1-4,12/17/2019,260105.38,0
6D Lotto,2-6-9-0-2-3,12/19/2019,511700.00,1
6D Lotto,3-7-3-2-6-3,12/21/2019,360721.56,0
6D Lotto,6-9-8-8-0-4,12/24/2019,590684.92,0
6D Lotto,6-8-1-2-3-2,12/26/2019,640684.92,0
6D Lotto,9-3-0-6-1-0,12/28/2019,826108.56,0
6D Lotto,4-8-8-5-4-1,12/31/2019,1129074.52,0
6D Lotto,2-1-8-4-9-0,1/2/2020,1477765.60,0
6D Lotto,7-9-6-4-1-9,1/4/2020,1621144.96,0
6D Lotto,2-2-4-0-6-0,1/7/2020,1683516.36,0
6D Lotto,7-1-0-7-8-2,1/9/2020,2025323.58,0
6D Lotto,8-1-1-8-0-5,1/11/2020,2185877.92,0
6D Lotto,9-9-0-0-8-0,1/14/2020,2495893.00,1
6D Lotto,3-6-1-8-1-3,1/16/2020,150000.00,0
6D Lotto,4-2-1-2-4-0,1/18/2020,309153.90,0
6D Lotto,6-3-2-2-6-8,1/21/2020,526577.46,0
6D Lotto,4-7-1-1-6-6,1/23/2020,611116.40,0
6D Lotto,8-8-0-8-4-0,1/25/2020,889247.06,0
6D Lotto,1-5-2-9-9-2,1/28/2020,939247.06,0
6D Lotto,5-2-8-5-8-3,1/30/2020,1348023.64,0
6D Lotto,8-8-9-8-8-5,2/1/2020,1617263.00,1
6D Lotto,6-8-5-2-8-7,2/4/2020,239859.14,0
6D Lotto,6-3-0-7-9-4,2/6/2020,550453.02,0
6D Lotto,8-4-9-8-6-3,2/8/2020,941400.26,0
6D Lotto,1-1-2-3-9-2,2/11/2020,991400.26,0
6D Lotto,1-3-4-6-1-0,2/13/2020,1041400.26,0
6D Lotto,3-7-2-9-4-3,2/15/2020,1510900.46,0
6D Lotto,8-3-1-5-5-5,2/18/2020,1710454.06,0
6D Lotto,6-2-7-1-5-8,2/20/2020,193261.00,10
6D Lotto,6-4-8-8-8-0,2/22/2020,442233.70,0
6D Lotto,5-2-1-6-6-7,2/25/2020,492233.00,1
6D Lotto,2-5-1-4-1-1,2/27/2020,150000.00,0
6D Lotto,6-9-7-1-4-0,2/29/2020,537492.82,0
6D Lotto,7-1-7-3-5-2,3/3/2020,796520.38,0
6D Lotto,0-1-5-7-2-6,3/5/2020,1030433.10,0
6D Lotto,0-1-5-7-2-6,3/5/2020,1030433.10,0
6D Lotto,8-5-5-7-7-1,3/7/2020,1539348.96,0
6D Lotto,9-4-8-5-0-7,3/10/2020,2072058.56,0
6D Lotto,6-5-1-6-1-7,3/12/2020,2122058.56,0
6D Lotto,5-1-7-0-1-5,3/14/2020,2261601.38,0
6D Lotto,3-1-5-7-5-6,3/17/2020,2336924.62,0
6D Lotto,8-2-6-4-7-7,3/19/2020,2386924.62,0
6D Lotto,9-4-7-9-1-4,3/21/2020,2436924.62,0
6D Lotto,3-6-9-1-0-9,3/24/2020,2486924.62,0
6D Lotto,0-0-6-0-7-8,3/26/2020,2536924.62,0
6D Lotto,5-3-1-3-7-4,3/28/2020,2586924.62,0
6D Lotto,5-6-9-6-2-8,1/9/2021,2694419.00,1
6D Lotto,0-3-5-4-9-6,1/12/2021,150000.00,0
6D Lotto,4-0-4-6-4-2,1/14/2021,253120.58,0
6D Lotto,9-7-5-6-6-1,1/16/2021,505179.98,0
6D Lotto,3-3-5-8-4-1,1/19/2021,779556.32,0
6D Lotto,0-6-8-3-5-2,1/21/2021,1068389.58,0
6D Lotto,2-5-6-0-6-7,1/23/2021,1226717.22,0
6D Lotto,9-4-3-2-9-4,1/26/2021,1494907.24,0
6D Lotto,9-7-9-4-8-5,1/28/2021,1745184.76,0
6D Lotto,3-2-1-0-2-7,1/30/2021,1795184.76,0
6D Lotto,5-2-6-7-7-1,2/2/2021,2026949.18,0
6D Lotto,0-6-8-1-7-6,2/4/2021,2407343.02,0
6D Lotto,2-6-4-5-5-8,2/6/2021,2624035.40,0
6D Lotto,9-9-4-8-0-0,2/9/2021,2993835.78,0
6D Lotto,3-0-1-1-4-9,2/11/2021,3095859.58,0
6D Lotto,1-3-1-1-3-9,2/13/2021,3145859.58,0
6D Lotto,6-6-0-1-9-2,2/16/2021,3558704.62,0
6D Lotto,3-6-1-1-8-2,2/18/2021,3731777.14,0
6D Lotto,7-8-1-4-1-1,2/20/2021,3781777.14,0
6D Lotto,9-1-2-1-8-5,2/23/2021,4145073.68,0
6D Lotto,6-3-9-7-6-1,2/25/2021,4551509.94,0
6D Lotto,9-8-5-1-7-1,2/27/2021,4878090.04,0
6D Lotto,4-7-4-6-8-3,3/2/2021,5273995.84,0
6D Lotto,6-1-7-5-4-4,3/4/2021,5610555.46,0
6D Lotto,6-2-5-8-8-3,3/6/2021,6006230.82,0
6D Lotto,0-9-2-2-3-9,3/9/2021,6056230.82,0
6D Lotto,5-8-3-6-1-1,3/11/2021,6323362.30,0
6D Lotto,4-2-1-7-1-8,3/13/2021,6373362.30,0
6D Lotto,8-7-0-3-7-5,3/16/2021,6869542.00,0
6D Lotto,5-1-8-0-9-6,3/18/2021,7366114.00,0
6D Lotto,6-5-5-1-5-5,3/20/2021,7630494.90,0
6D Lotto,2-6-4-9-3-3,3/23/2021,8018172.06,0
6D Lotto,7-5-4-5-2-5,3/25/2021,8160234.00,1
6D Lotto,8-0-7-1-0-6,3/27/2021,180534.56,0
6D Lotto,5-9-1-7-6-3,3/30/2021,232757.28,0
6D Lotto,6-6-2-2-2-2,4/6/2021,282757.28,0
6D Lotto,8-9-3-3-8-4,4/8/2021,373564.16,0
6D Lotto,1-2-2-9-1-5,4/10/2021,423564.00,1
6D Lotto,1-9-3-2-2-3,4/13/2021,150000.00,0
6D Lotto,4-4-3-5-4-5,4/15/2021,150000.00,0
6D Lotto,5-2-9-6-8-8,4/17/2021,164082.86,0
6D Lotto,7-0-8-9-4-1,4/20/2021,239806.72,0
6D Lotto,9-3-9-5-8-8,4/22/2021,297261.68,0
6D Lotto,4-8-6-4-9-9,4/24/2021,374702.48,0
6D Lotto,0-5-2-4-5-5,4/27/2021,424702.48,0
6D Lotto,8-4-9-4-0-1,4/29/2021,498334.90,0
6D Lotto,5-0-5-8-0-2,5/1/2021,569417.66,0
6D Lotto,8-9-5-1-1-0,5/4/2021,619417.66,0
6D Lotto,2-3-1-9-4-0,5/6/2021,669417.00,1
6D Lotto,2-3-4-1-1-6,5/8/2021,150000.00,0
6D Lotto,3-1-9-2-4-3,5/11/2021,150000.00,0
6D Lotto,4-7-9-5-7-3,5/13/2021,214094.90,0
6D Lotto,1-2-3-3-1-9,5/15/2021,264094.90,0
6D Lotto,5-8-8-2-7-2,5/18/2021,504807.18,0
6D Lotto,7-8-6-4-8-1,5/20/2021,760109.12,0
6D Lotto,2-5-6-7-3-6,5/22/2021,945396.20,0
6D Lotto,7-5-9-0-8-6,5/25/2021,1264733.92,0
6D Lotto,0-3-8-1-2-5,5/27/2021,1406313.04,0
6D Lotto,8-9-0-6-4-6,5/29/2021,1622946.78,0
6D Lotto,4-0-7-2-2-5,6/1/2021,1835886.94,0
6D Lotto,7-3-6-1-9-3,6/3/2021,2187823.36,0
6D Lotto,3-5-3-6-3-0,6/5/2021,2406925.30,0
6D Lotto,3-7-6-8-3-6,6/8/2021,2741388.00,0
6D Lotto,5-8-4-7-8-5,6/10/2021,3123748.10,0
6D Lotto,9-2-8-0-8-2,6/12/2021,3551497.44,0
6D Lotto,1-8-2-3-6-7,6/15/2021,3601497.44,0
6D Lotto,0-7-1-2-9-5,6/17/2021,3651497.44,0
6D Lotto,8-8-3-1-6-0,6/19/2021,3845147.60,0
6D Lotto,9-2-8-1-6-1,6/22/2021,4146361.32,0
6D Lotto,6-3-1-8-6-8,6/24/2021,4475890.30,0
6D Lotto,1-6-3-2-0-4,6/26/2021,4764333.64,0
6D Lotto,0-6-3-6-4-7,6/29/2021,4998148.44,0
6D Lotto,9-9-4-2-1-0,7/1/2021,5143536.64,0
6D Lotto,6-3-2-7-5-7,7/3/2021,5193536.64,0
6D Lotto,1-8-8-9-8-0,7/6/2021,5485931.88,0
6D Lotto,5-3-7-1-1-8,7/8/2021,5802250.90,0
6D Lotto,2-1-0-3-9-4,7/10/2021,6077141.92,0
6D Lotto,4-4-5-3-0-9,7/13/2021,6462328.60,0
6D Lotto,4-9-8-6-1-0,7/15/2021,6835632.48,0
6D Lotto,4-6-4-1-3-5,7/17/2021,6885632.48,0
6D Lotto,7-4-5-6-2-7,7/20/2021,6984489.88,0
6D Lotto,1-0-7-6-3-3,7/22/2021,7169236.00,1
6D Lotto,8-6-4-1-6-7,7/24/2021,379550.38,0
6D Lotto,4-6-8-7-0-2,7/27/2021,780845.56,0
6D Lotto,2-1-8-4-8-5,7/29/2021,1152264.74,0
6D Lotto,8-5-8-3-9-1,7/31/2021,1518049.50,0
6D Lotto,8-8-6-9-9-0,8/3/2021,1819339.64,0
6D Lotto,6-0-2-4-8-1,8/5/2021,2207322.86,0
6D Lotto,1-9-4-3-9-0,8/7/2021,2317616.92,0
6D Lotto,6-2-7-3-5-2,8/10/2021,2451518.46,0
6D Lotto,6-1-4-7-5-0,8/12/2021,525749.00,5
6D Lotto,2-4-7-1-2-2,8/14/2021,150000.00,0
6D Lotto,0-3-9-2-3-0,8/17/2021,282807.96,0
6D Lotto,2-3-4-8-5-4,8/19/2021,452365.06,0
6D Lotto,3-6-3-9-2-3,8/21/2021,502365.06,0
6D Lotto,1-5-0-2-6-5,8/24/2021,669215.98,0
6D Lotto,4-1-4-3-2-9,8/26/2021,768911.18,0
6D Lotto,1-2-9-6-2-8,8/28/2021,818911.00,1
6D Lotto,5-8-1-8-8-9,8/31/2021,304162.90,0
6D Lotto,5-8-0-8-7-8,9/2/2021,563198.86,0
6D Lotto,2-4-0-2-0-8,9/4/2021,830878.40,0
6D Lotto,9-3-5-1-3-2,9/7/2021,1043475.00,1
6D Lotto,0-6-9-3-0-5,9/9/2021,302182.04,0
6D Lotto,9-9-7-3-9-9,9/11/2021,527894.20,0
6D Lotto,7-5-0-5-1-8,9/14/2021,625994.26,0
6D Lotto,6-2-6-8-5-0,9/16/2021,922682.24,0
6D Lotto,4-2-5-9-5-0,9/18/2021,1249292.34,0
6D Lotto,5-6-5-9-7-5,9/21/2021,1545085.30,0
6D Lotto,2-1-6-4-5-9,9/23/2021,797542.00,2
6D Lotto,3-4-5-5-1-7,9/25/2021,248208.00,1
6D Lotto,7-5-8-9-8-6,9/28/2021,353980.00,0
6D Lotto,0-8-5-4-4-5,9/30/2021,745938.12,0
6D Lotto,6-1-7-5-5-0,10/2/2021,927479.34,0
6D Lotto,2-3-5-1-9-2,10/5/2021,1290526.72,0
6D Lotto,9-9-5-0-6-1,10/7/2021,1663253.02,0
6D Lotto,3-8-3-3-8-0,10/9/2021,2080992.18,0
6D Lotto,6-4-0-3-4-3,10/12/2021,2507798.66,0
6D Lotto,7-5-3-0-9-3,10/14/2021,2938357.54,0
6D Lotto,7-5-3-0-9-3,10/14/2021,2938357.54,0
